Point ID,EdgeArray_0,EdgeArray_1,EdgeArray_Magnitude,EdgePCoordArray,MaximumInscribedSphereRadius,Points_0,Points_1,Points_2,Points_Magnitude,TCoords__0,TCoords__1,TCoords__Magnitude
840,72074,72073,101927,0.766608,1.47852,46.0701,47.2013,47.166,81.0867,0.738938,0,0.738938
841,60408,60408,85429,0,1.47391,46.1355,47.2245,47.238,81.1792,0.739823,0,0.739823
842,59589,55836,81660,0.299111,1.46732,46.1954,47.2432,47.3158,81.2694,0.740708,0,0.740708
843,59589,49666,77572,0.79099,1.46179,46.26,47.2683,47.3881,81.3628,0.741593,0,0.741593
844,44327,56476,71794,0.458997,1.45833,46.3264,47.2899,47.4596,81.4549,0.742478,0,0.742478
845,17420,44161,47472,0.982532,1.45515,46.3927,47.312,47.5312,81.5471,0.743363,0,0.743363
846,17420,26566,31768,0.926611,1.44939,46.4603,47.3378,47.6004,81.6408,0.744248,0,0.744248
847,49391,49390,69848,0.23945,1.44404,46.5236,47.3684,47.6715,81.7361,0.745133,0,0.745133
848,49301,49387,69782,0.00353567,1.43912,46.5884,47.3955,47.7425,81.8301,0.746018,0,0.746018
849,47854,49387,68768,0.0635239,1.42974,46.6531,47.4259,47.8125,81.9254,0.746903,0,0.746903
850,48766,47404,68009,0.24468,1.42064,46.7195,47.4601,47.879,82.0218,0.747788,0,0.747788
851,55086,68480,87886,0.00734276,1.41055,46.784,47.5021,47.9429,82.1201,0.748673,0,0.748673
852,31833,62045,69734,0.0845605,1.40147,46.8488,47.5368,48.0107,82.2168,0.749557,0,0.749557
853,73220,31589,79743,0.604262,1.39584,46.9175,47.5675,48.0766,82.3121,0.750443,0,0.750443
854,73220,31589,79743,0.604262,1.39584,46.9175,47.5675,48.0766,82.3121,0.750443,0,0.750443
855,66002,50012,82809,0.305889,1.38994,46.9847,47.6057,48.1401,82.4095,0.751327,0,0.751327
856,76416,77999,109193,0.147191,1.38443,47.0473,47.6432,48.2084,82.5068,0.752212,0,0.752212
857,60568,56452,82796,0.210853,1.37931,47.1128,47.675,48.277,82.6026,0.753097,0,0.753097
858,41363,37973,56150,0.580215,1.37246,47.173,47.7164,48.3453,82.7007,0.753982,0,0.753982
859,31763,31763,44919,0,1.36728,47.2326,47.7589,48.4133,82.799,0.754867,0,0.754867
860,29544,29547,41783,0.0352277,1.36276,47.2992,47.7982,48.4768,82.8968,0.755752,0,0.755752
861,31938,31937,45166,0.024275,1.35385,47.3619,47.8468,48.5376,82.9962,0.756637,0,0.756637
862,34042,34042,48142,0.356837,1.34398,47.4258,47.8939,48.5983,83.0953,0.757522,0,0.757522
863,34042,34042,48142,0.93125,1.33332,47.4893,47.9473,48.6544,83.1952,0.758407,0,0.758407
864,33291,30557,45188,0.140073,1.32594,47.5515,47.9973,48.7146,83.2947,0.759292,0,0.759292
865,32669,14612,35787,0.925173,1.31565,47.6225,48.0426,48.7687,83.3929,0.760177,0,0.760177
866,10195,10195,14417,0,1.30498,47.691,48.0965,48.8175,83.4917,0.761062,0,0.761062
867,74618,20294,77328,0.673464,1.29591,47.7582,48.1501,48.8687,83.5908,0.761947,0,0.761947
868,74619,49200,89379,0.624571,1.28917,47.8213,48.2056,48.9229,83.6905,0.762832,0,0.762832
869,49467,49467,69956,0,1.27832,47.8849,48.2605,48.977,83.7902,0.763717,0,0.763717
870,15174,53527,55636,0.871115,1.27089,47.951,48.31,49.0336,83.8894,0.764602,0,0.764602
871,15174,42159,44806,0.8554,1.26581,48.0166,48.3666,49.0835,83.9887,0.765487,0,0.765487
872,15673,31153,34873,0.844288,1.26076,48.0771,48.425,49.1379,84.0888,0.766372,0,0.766372
873,43193,38721,58008,0.707297,1.25501,48.1391,48.4783,49.1953,84.1885,0.767257,0,0.767257
874,28527,48103,55925,0.0825723,1.24579,48.1945,48.5413,49.2503,84.2886,0.768142,0,0.768142
875,9768,46633,47645,0.360018,1.23786,48.2479,48.6087,49.3013,84.3877,0.769027,0,0.769027
876,43007,16993,46242,0.177845,1.23081,48.3041,48.6693,49.3577,84.4877,0.769912,0,0.769912
877,28359,28623,40292,0.0765359,1.22353,48.3657,48.7275,49.4108,84.5874,0.770796,0,0.770796
878,28359,31661,42504,0.954895,1.21529,48.4177,48.7954,49.4627,84.6866,0.771681,0,0.771681
879,20227,19403,28028,0.150742,1.2078,48.4687,48.8673,49.5099,84.7848,0.772566,0,0.772566
880,63672,26396,68926,0.372284,1.19737,48.5252,48.9308,49.5625,84.8844,0.773451,0,0.773451
881,52790,43057,68122,0.412866,1.18583,48.5757,48.9992,49.6151,84.9834,0.774336,0,0.774336
882,42130,37516,56412,0.837812,1.17658,48.6359,49.0682,49.6554,85.0812,0.775221,0,0.775221
883,27103,10927,29222,0.31818,1.1671,48.7,49.1328,49.6967,85.1791,0.776106,0,0.776106
884,45635,40900,61281,0.0931475,1.15733,48.7528,49.2057,49.7403,85.2768,0.776991,0,0.776991
885,51682,51682,73089,0,1.13946,48.797,49.2856,49.7832,85.3732,0.777876,0,0.777876
886,48910,48910,69169,0,1.11587,48.8315,49.3712,49.8234,85.4658,0.778761,0,0.778761
887,46713,45296,65067,0.220911,1.09157,48.8505,49.4627,49.8583,85.5499,0.779646,0,0.779646
888,6825,6825,9652,0,1.06315,48.8569,49.5586,49.8829,85.6233,0.780531,0,0.780531
889,14924,14924,21105,0,1.03102,48.8644,49.6536,49.9119,85.6995,0.781416,0,0.781416
890,22982,23221,32670,0.00621814,0.99904,48.8719,49.7478,49.9495,85.7803,0.782301,0,0.782301
891,29080,40965,50237,0.309983,0.974455,48.8709,49.846,49.9686,85.8478,0.783186,0,0.783186
892,35178,58709,68441,0.613747,0.94987,48.8666,49.9455,49.9808,85.9103,0.784071,0,0.784071
893,54492,63582,83737,0.501504,0.938298,48.8667,49.9999,49.9946,85.95,0.784568,0,0.784568
894,54492,63582,83737,0.501504,0.938298,48.8667,49.9999,49.9946,85.95,0.784568,0,0.784568
895,69526,67376,96816,0.414134,0.92929,48.8668,50.0422,50.0052,85.9808,0.784956,0,0.784956
896,57925,65583,87501,0.29338,0.913687,48.8657,50.1392,50.0307,86.0515,0.785841,0,0.785841
897,34742,63542,72419,0.26257,0.898251,48.8621,50.2384,50.0462,86.1163,0.786726,0,0.786726
898,11559,61501,62577,0.23176,0.882815,48.8618,50.3385,50.053,86.1785,0.787611,0,0.787611
899,7169,7169,10138,0,0.870066,48.8638,50.4379,50.0587,86.2411,0.788496,0,0.788496
900,10476,10476,14815,0,0.858123,48.8579,50.5364,50.0754,86.3051,0.789381,0,0.789381
901,11099,11099,15696,0,0.847995,48.8526,50.6359,50.0922,86.3702,0.790266,0,0.790266
902,4864,4864,6878,0,0.842504,48.8436,50.7351,50.1035,86.4298,0.79115,0,0.79115
903,19008,30625,36044,0.0835345,0.834518,48.8101,50.8289,50.1133,86.4717,0.792035,0,0.792035
904,22700,19078,29652,0.313085,0.829219,48.7943,50.927,50.119,86.5238,0.79292,0,0.79292
905,22700,19078,29652,0.313085,0.829219,48.7943,50.927,50.119,86.5238,0.79292,0,0.79292
906,17409,27814,32812,0.312523,0.826395,48.7809,51.025,50.1336,86.5823,0.793805,0,0.793805
907,23250,22160,32118,0.147655,0.824305,48.7682,51.1224,50.1518,86.6432,0.79469,0,0.79469
908,22125,13956,26158,0.319895,0.825761,48.7617,51.2221,50.1562,86.7009,0.795575,0,0.795575
909,20501,4924,21084,0.487029,0.828521,48.7592,51.3211,50.1711,86.7667,0.79646,0,0.79646
910,10108,45968,47066,0.334195,0.833428,48.7513,51.4186,50.1942,86.8333,0.797345,0,0.797345
911,62697,25369,67635,0.589236,0.835854,48.7257,51.5151,50.2,86.8794,0.79823,0,0.79823
912,36796,18594,41227,0.345601,0.83963,48.7034,51.6124,50.2171,86.9345,0.799115,0,0.799115
913,10895,11820,16075,0.101967,0.843406,48.6713,51.7054,50.2318,86.9804,0.8,0,0.8
914,34566,22132,41044,0.542882,0.839636,48.6198,51.7901,50.2422,87.0079,0.800885,0,0.800885
915,46231,44762,64350,0.0641359,0.834348,48.5624,51.8702,50.2611,87.0345,0.80177,0,0.80177
916,31126,45633,55237,0.238652,0.829,48.503,51.9503,50.2679,87.0531,0.802655,0,0.802655
917,41896,64612,77006,0.120648,0.823775,48.4415,52.0274,50.2876,87.0763,0.80354,0,0.80354
918,47797,48353,67989,0.964946,0.817267,48.3738,52.1004,50.2918,87.0847,0.804425,0,0.804425
919,62664,58872,85980,0.0206067,0.813963,48.3054,52.1728,50.3008,87.0952,0.80531,0,0.80531
920,70017,70017,99018,0,0.809407,48.2359,52.2443,50.3088,87.1042,0.806195,0,0.806195
